Id,SampleInt,SampleDecimal,SampleString,SampleBool
5766,5765,5.765,5765,0
5767,5766,5.766,5766,1
5768,5767,5.767,5767,0
5769,5768,5.768,5768,1
5770,5769,5.769,5769,0
5771,5770,5.770,5770,1
5772,5771,5.771,5771,0
5773,5772,5.772,5772,1
5774,5773,5.773,5773,0
5775,5774,5.774,5774,1
5776,5775,5.775,5775,0
5777,5776,5.776,5776,1
5778,5777,5.777,5777,0
5779,5778,5.778,5778,1
5780,5779,5.779,5779,0
5781,5780,5.780,5780,1
5782,5781,5.781,5781,0
5783,5782,5.782,5782,1
5784,5783,5.783,5783,0
5785,5784,5.784,5784,1
5786,5785,5.785,5785,0
5787,5786,5.786,5786,1
5788,5787,5.787,5787,0
5789,5788,5.788,5788,1
5790,5789,5.789,5789,0
5791,5790,5.790,5790,1
5792,5791,5.791,5791,0
5793,5792,5.792,5792,1
5794,5793,5.793,5793,0
5795,5794,5.794,5794,1
5796,5795,5.795,5795,0
5797,5796,5.796,5796,1
5798,5797,5.797,5797,0
5799,5798,5.798,5798,1
5800,5799,5.799,5799,0
5801,5800,5.800,5800,1
5802,5801,5.801,5801,0
5803,5802,5.802,5802,1
5804,5803,5.803,5803,0
5805,5804,5.804,5804,1
5806,5805,5.805,5805,0
5807,5806,5.806,5806,1
5808,5807,5.807,5807,0
5809,5808,5.808,5808,1
5810,5809,5.809,5809,0
5811,5810,5.810,5810,1
5812,5811,5.811,5811,0
5813,5812,5.812,5812,1
5814,5813,5.813,5813,0
5815,5814,5.814,5814,1
5816,5815,5.815,5815,0
5817,5816,5.816,5816,1
5818,5817,5.817,5817,0
5819,5818,5.818,5818,1
5820,5819,5.819,5819,0
5821,5820,5.820,5820,1
5822,5821,5.821,5821,0
5823,5822,5.822,5822,1
5824,5823,5.823,5823,0
5825,5824,5.824,5824,1
5826,5825,5.825,5825,0
5827,5826,5.826,5826,1
5828,5827,5.827,5827,0
5829,5828,5.828,5828,1
5830,5829,5.829,5829,0
5831,5830,5.830,5830,1
5832,5831,5.831,5831,0
5833,5832,5.832,5832,1
5834,5833,5.833,5833,0
5835,5834,5.834,5834,1
5836,5835,5.835,5835,0
5837,5836,5.836,5836,1
5838,5837,5.837,5837,0
5839,5838,5.838,5838,1
5840,5839,5.839,5839,0
5841,5840,5.840,5840,1
5842,5841,5.841,5841,0
5843,5842,5.842,5842,1
5844,5843,5.843,5843,0
5845,5844,5.844,5844,1
5846,5845,5.845,5845,0
5847,5846,5.846,5846,1
5848,5847,5.847,5847,0
5849,5848,5.848,5848,1
5850,5849,5.849,5849,0
5851,5850,5.850,5850,1
5852,5851,5.851,5851,0
5853,5852,5.852,5852,1
5854,5853,5.853,5853,0
5855,5854,5.854,5854,1
5856,5855,5.855,5855,0
5857,5856,5.856,5856,1
5858,5857,5.857,5857,0
5859,5858,5.858,5858,1
5860,5859,5.859,5859,0
5861,5860,5.860,5860,1
5862,5861,5.861,5861,0
5863,5862,5.862,5862,1
5864,5863,5.863,5863,0
5865,5864,5.864,5864,1
5866,5865,5.865,5865,0
5867,5866,5.866,5866,1
5868,5867,5.867,5867,0
5869,5868,5.868,5868,1
5870,5869,5.869,5869,0
5871,5870,5.870,5870,1
5872,5871,5.871,5871,0
5873,5872,5.872,5872,1
5874,5873,5.873,5873,0
5875,5874,5.874,5874,1
5876,5875,5.875,5875,0
5877,5876,5.876,5876,1
5878,5877,5.877,5877,0
5879,5878,5.878,5878,1
5880,5879,5.879,5879,0
5881,5880,5.880,5880,1
5882,5881,5.881,5881,0
5883,5882,5.882,5882,1
5884,5883,5.883,5883,0
5885,5884,5.884,5884,1
5886,5885,5.885,5885,0
5887,5886,5.886,5886,1
5888,5887,5.887,5887,0
5889,5888,5.888,5888,1
5890,5889,5.889,5889,0
5891,5890,5.890,5890,1
5892,5891,5.891,5891,0
5893,5892,5.892,5892,1
5894,5893,5.893,5893,0
5895,5894,5.894,5894,1
5896,5895,5.895,5895,0
5897,5896,5.896,5896,1
5898,5897,5.897,5897,0
5899,5898,5.898,5898,1
5900,5899,5.899,5899,0
5901,5900,5.900,5900,1
5902,5901,5.901,5901,0
5903,5902,5.902,5902,1
5904,5903,5.903,5903,0
5905,5904,5.904,5904,1
5906,5905,5.905,5905,0
5907,5906,5.906,5906,1
5908,5907,5.907,5907,0
5909,5908,5.908,5908,1
5910,5909,5.909,5909,0
5911,5910,5.910,5910,1
5912,5911,5.911,5911,0
5913,5912,5.912,5912,1
5914,5913,5.913,5913,0
5915,5914,5.914,5914,1
5916,5915,5.915,5915,0
5917,5916,5.916,5916,1
5918,5917,5.917,5917,0
5919,5918,5.918,5918,1
5920,5919,5.919,5919,0
5921,5920,5.920,5920,1
5922,5921,5.921,5921,0
5923,5922,5.922,5922,1
5924,5923,5.923,5923,0
5925,5924,5.924,5924,1
5926,5925,5.925,5925,0
5927,5926,5.926,5926,1
5928,5927,5.927,5927,0
5929,5928,5.928,5928,1
5930,5929,5.929,5929,0
5931,5930,5.930,5930,1
5932,5931,5.931,5931,0
5933,5932,5.932,5932,1
5934,5933,5.933,5933,0
5935,5934,5.934,5934,1
5936,5935,5.935,5935,0
5937,5936,5.936,5936,1
5938,5937,5.937,5937,0
5939,5938,5.938,5938,1
5940,5939,5.939,5939,0
5941,5940,5.940,5940,1
5942,5941,5.941,5941,0
5943,5942,5.942,5942,1
5944,5943,5.943,5943,0
5945,5944,5.944,5944,1
5946,5945,5.945,5945,0
5947,5946,5.946,5946,1
5948,5947,5.947,5947,0
5949,5948,5.948,5948,1
5950,5949,5.949,5949,0
5951,5950,5.950,5950,1
5952,5951,5.951,5951,0
5953,5952,5.952,5952,1
5954,5953,5.953,5953,0
5955,5954,5.954,5954,1
5956,5955,5.955,5955,0
5957,5956,5.956,5956,1
5958,5957,5.957,5957,0
5959,5958,5.958,5958,1
5960,5959,5.959,5959,0
5961,5960,5.960,5960,1
5962,5961,5.961,5961,0
5963,5962,5.962,5962,1
5964,5963,5.963,5963,0
5965,5964,5.964,5964,1
5966,5965,5.965,5965,0
5967,5966,5.966,5966,1
5968,5967,5.967,5967,0
5969,5968,5.968,5968,1
5970,5969,5.969,5969,0
5971,5970,5.970,5970,1
5972,5971,5.971,5971,0
5973,5972,5.972,5972,1
5974,5973,5.973,5973,0
5975,5974,5.974,5974,1
5976,5975,5.975,5975,0
5977,5976,5.976,5976,1
5978,5977,5.977,5977,0
5979,5978,5.978,5978,1
5980,5979,5.979,5979,0
5981,5980,5.980,5980,1
5982,5981,5.981,5981,0
5983,5982,5.982,5982,1
5984,5983,5.983,5983,0
5985,5984,5.984,5984,1
5986,5985,5.985,5985,0
5987,5986,5.986,5986,1
5988,5987,5.987,5987,0
5989,5988,5.988,5988,1
5990,5989,5.989,5989,0
5991,5990,5.990,5990,1
5992,5991,5.991,5991,0
5993,5992,5.992,5992,1
5994,5993,5.993,5993,0
5995,5994,5.994,5994,1
5996,5995,5.995,5995,0
5997,5996,5.996,5996,1
5998,5997,5.997,5997,0
5999,5998,5.998,5998,1
6000,5999,5.999,5999,0
6001,6000,6.000,6000,1
6002,6001,6.001,6001,0
6003,6002,6.002,6002,1
6004,6003,6.003,6003,0
6005,6004,6.004,6004,1
6006,6005,6.005,6005,0
6007,6006,6.006,6006,1
6008,6007,6.007,6007,0
6009,6008,6.008,6008,1
6010,6009,6.009,6009,0
6011,6010,6.010,6010,1
6012,6011,6.011,6011,0
6013,6012,6.012,6012,1
6014,6013,6.013,6013,0
6015,6014,6.014,6014,1
6016,6015,6.015,6015,0
6017,6016,6.016,6016,1
6018,6017,6.017,6017,0
6019,6018,6.018,6018,1
6020,6019,6.019,6019,0
6021,6020,6.020,6020,1
6022,6021,6.021,6021,0
6023,6022,6.022,6022,1
6024,6023,6.023,6023,0
6025,6024,6.024,6024,1
6026,6025,6.025,6025,0
6027,6026,6.026,6026,1
6028,6027,6.027,6027,0
6029,6028,6.028,6028,1
6030,6029,6.029,6029,0
6031,6030,6.030,6030,1
6032,6031,6.031,6031,0
6033,6032,6.032,6032,1
6034,6033,6.033,6033,0
6035,6034,6.034,6034,1
6036,6035,6.035,6035,0
6037,6036,6.036,6036,1
6038,6037,6.037,6037,0
6039,6038,6.038,6038,1
6040,6039,6.039,6039,0
6041,6040,6.040,6040,1
6042,6041,6.041,6041,0
6043,6042,6.042,6042,1
6044,6043,6.043,6043,0
6045,6044,6.044,6044,1
6046,6045,6.045,6045,0
6047,6046,6.046,6046,1
6048,6047,6.047,6047,0
6049,6048,6.048,6048,1
6050,6049,6.049,6049,0
6051,6050,6.050,6050,1
6052,6051,6.051,6051,0
6053,6052,6.052,6052,1
6054,6053,6.053,6053,0
6055,6054,6.054,6054,1
6056,6055,6.055,6055,0
6057,6056,6.056,6056,1
6058,6057,6.057,6057,0
6059,6058,6.058,6058,1
6060,6059,6.059,6059,0
6061,6060,6.060,6060,1
6062,6061,6.061,6061,0
6063,6062,6.062,6062,1
6064,6063,6.063,6063,0
6065,6064,6.064,6064,1
6066,6065,6.065,6065,0
6067,6066,6.066,6066,1
6068,6067,6.067,6067,0
6069,6068,6.068,6068,1
6070,6069,6.069,6069,0
6071,6070,6.070,6070,1
6072,6071,6.071,6071,0
6073,6072,6.072,6072,1
6074,6073,6.073,6073,0
6075,6074,6.074,6074,1
6076,6075,6.075,6075,0
6077,6076,6.076,6076,1
6078,6077,6.077,6077,0
6079,6078,6.078,6078,1
6080,6079,6.079,6079,0
6081,6080,6.080,6080,1
6082,6081,6.081,6081,0
6083,6082,6.082,6082,1
6084,6083,6.083,6083,0
6085,6084,6.084,6084,1
6086,6085,6.085,6085,0
6087,6086,6.086,6086,1
6088,6087,6.087,6087,0
6089,6088,6.088,6088,1
6090,6089,6.089,6089,0
6091,6090,6.090,6090,1
6092,6091,6.091,6091,0
6093,6092,6.092,6092,1
6094,6093,6.093,6093,0
6095,6094,6.094,6094,1
6096,6095,6.095,6095,0
6097,6096,6.096,6096,1
6098,6097,6.097,6097,0
6099,6098,6.098,6098,1
6100,6099,6.099,6099,0
6101,6100,6.100,6100,1
6102,6101,6.101,6101,0
6103,6102,6.102,6102,1
6104,6103,6.103,6103,0
6105,6104,6.104,6104,1
6106,6105,6.105,6105,0
6107,6106,6.106,6106,1
6108,6107,6.107,6107,0
6109,6108,6.108,6108,1
6110,6109,6.109,6109,0
6111,6110,6.110,6110,1
6112,6111,6.111,6111,0
6113,6112,6.112,6112,1
6114,6113,6.113,6113,0
6115,6114,6.114,6114,1
6116,6115,6.115,6115,0
6117,6116,6.116,6116,1
6118,6117,6.117,6117,0
6119,6118,6.118,6118,1
6120,6119,6.119,6119,0
6121,6120,6.120,6120,1
6122,6121,6.121,6121,0
6123,6122,6.122,6122,1
6124,6123,6.123,6123,0
6125,6124,6.124,6124,1
6126,6125,6.125,6125,0
6127,6126,6.126,6126,1
6128,6127,6.127,6127,0
6129,6128,6.128,6128,1
6130,6129,6.129,6129,0
6131,6130,6.130,6130,1
6132,6131,6.131,6131,0
6133,6132,6.132,6132,1
6134,6133,6.133,6133,0
6135,6134,6.134,6134,1
6136,6135,6.135,6135,0
6137,6136,6.136,6136,1
6138,6137,6.137,6137,0
6139,6138,6.138,6138,1
6140,6139,6.139,6139,0
6141,6140,6.140,6140,1
6142,6141,6.141,6141,0
6143,6142,6.142,6142,1
6144,6143,6.143,6143,0
6145,6144,6.144,6144,1
6146,6145,6.145,6145,0
6147,6146,6.146,6146,1
6148,6147,6.147,6147,0
6149,6148,6.148,6148,1
6150,6149,6.149,6149,0
6151,6150,6.150,6150,1
6152,6151,6.151,6151,0
6153,6152,6.152,6152,1
6154,6153,6.153,6153,0
6155,6154,6.154,6154,1
6156,6155,6.155,6155,0
6157,6156,6.156,6156,1
6158,6157,6.157,6157,0
6159,6158,6.158,6158,1
6160,6159,6.159,6159,0
6161,6160,6.160,6160,1
6162,6161,6.161,6161,0
6163,6162,6.162,6162,1
6164,6163,6.163,6163,0
6165,6164,6.164,6164,1
6166,6165,6.165,6165,0
6167,6166,6.166,6166,1
6168,6167,6.167,6167,0
6169,6168,6.168,6168,1
6170,6169,6.169,6169,0
6171,6170,6.170,6170,1
6172,6171,6.171,6171,0
6173,6172,6.172,6172,1
6174,6173,6.173,6173,0
6175,6174,6.174,6174,1
6176,6175,6.175,6175,0
6177,6176,6.176,6176,1
6178,6177,6.177,6177,0
6179,6178,6.178,6178,1
6180,6179,6.179,6179,0
6181,6180,6.180,6180,1
6182,6181,6.181,6181,0
6183,6182,6.182,6182,1
6184,6183,6.183,6183,0
6185,6184,6.184,6184,1
6186,6185,6.185,6185,0
6187,6186,6.186,6186,1
6188,6187,6.187,6187,0
6189,6188,6.188,6188,1
6190,6189,6.189,6189,0
6191,6190,6.190,6190,1
6192,6191,6.191,6191,0
6193,6192,6.192,6192,1
6194,6193,6.193,6193,0
6195,6194,6.194,6194,1
6196,6195,6.195,6195,0
6197,6196,6.196,6196,1
6198,6197,6.197,6197,0
6199,6198,6.198,6198,1
6200,6199,6.199,6199,0
6201,6200,6.200,6200,1
6202,6201,6.201,6201,0
6203,6202,6.202,6202,1
6204,6203,6.203,6203,0
6205,6204,6.204,6204,1
6206,6205,6.205,6205,0
6207,6206,6.206,6206,1
6208,6207,6.207,6207,0
6209,6208,6.208,6208,1
6210,6209,6.209,6209,0
6211,6210,6.210,6210,1
6212,6211,6.211,6211,0
6213,6212,6.212,6212,1
6214,6213,6.213,6213,0
6215,6214,6.214,6214,1
6216,6215,6.215,6215,0
6217,6216,6.216,6216,1
6218,6217,6.217,6217,0
6219,6218,6.218,6218,1
6220,6219,6.219,6219,0
6221,6220,6.220,6220,1
6222,6221,6.221,6221,0
6223,6222,6.222,6222,1
6224,6223,6.223,6223,0
6225,6224,6.224,6224,1
6226,6225,6.225,6225,0
6227,6226,6.226,6226,1
6228,6227,6.227,6227,0
6229,6228,6.228,6228,1
6230,6229,6.229,6229,0
6231,6230,6.230,6230,1
6232,6231,6.231,6231,0
6233,6232,6.232,6232,1
6234,6233,6.233,6233,0
6235,6234,6.234,6234,1
6236,6235,6.235,6235,0
6237,6236,6.236,6236,1
6238,6237,6.237,6237,0
6239,6238,6.238,6238,1
6240,6239,6.239,6239,0
6241,6240,6.240,6240,1
6242,6241,6.241,6241,0
6243,6242,6.242,6242,1
6244,6243,6.243,6243,0
6245,6244,6.244,6244,1
6246,6245,6.245,6245,0
6247,6246,6.246,6246,1
6248,6247,6.247,6247,0
6249,6248,6.248,6248,1
6250,6249,6.249,6249,0
6251,6250,6.250,6250,1
6252,6251,6.251,6251,0
6253,6252,6.252,6252,1
6254,6253,6.253,6253,0
6255,6254,6.254,6254,1
6256,6255,6.255,6255,0
6257,6256,6.256,6256,1
6258,6257,6.257,6257,0
6259,6258,6.258,6258,1
6260,6259,6.259,6259,0
6261,6260,6.260,6260,1
6262,6261,6.261,6261,0
6263,6262,6.262,6262,1
6264,6263,6.263,6263,0
6265,6264,6.264,6264,1
6266,6265,6.265,6265,0
6267,6266,6.266,6266,1
6268,6267,6.267,6267,0
6269,6268,6.268,6268,1
6270,6269,6.269,6269,0
6271,6270,6.270,6270,1
6272,6271,6.271,6271,0
6273,6272,6.272,6272,1
6274,6273,6.273,6273,0
6275,6274,6.274,6274,1
6276,6275,6.275,6275,0
6277,6276,6.276,6276,1
6278,6277,6.277,6277,0
6279,6278,6.278,6278,1
6280,6279,6.279,6279,0
6281,6280,6.280,6280,1
6282,6281,6.281,6281,0
6283,6282,6.282,6282,1
6284,6283,6.283,6283,0
6285,6284,6.284,6284,1
6286,6285,6.285,6285,0
6287,6286,6.286,6286,1
6288,6287,6.287,6287,0
6289,6288,6.288,6288,1
6290,6289,6.289,6289,0
6291,6290,6.290,6290,1
6292,6291,6.291,6291,0
6293,6292,6.292,6292,1
6294,6293,6.293,6293,0
6295,6294,6.294,6294,1
6296,6295,6.295,6295,0
6297,6296,6.296,6296,1
6298,6297,6.297,6297,0
6299,6298,6.298,6298,1
6300,6299,6.299,6299,0
6301,6300,6.300,6300,1
6302,6301,6.301,6301,0
6303,6302,6.302,6302,1
6304,6303,6.303,6303,0
6305,6304,6.304,6304,1
6306,6305,6.305,6305,0
6307,6306,6.306,6306,1
6308,6307,6.307,6307,0
6309,6308,6.308,6308,1
6310,6309,6.309,6309,0
6311,6310,6.310,6310,1
6312,6311,6.311,6311,0
6313,6312,6.312,6312,1
6314,6313,6.313,6313,0
6315,6314,6.314,6314,1
6316,6315,6.315,6315,0
6317,6316,6.316,6316,1
6318,6317,6.317,6317,0
6319,6318,6.318,6318,1
6320,6319,6.319,6319,0
6321,6320,6.320,6320,1
6322,6321,6.321,6321,0
6323,6322,6.322,6322,1
6324,6323,6.323,6323,0
6325,6324,6.324,6324,1
6326,6325,6.325,6325,0
6327,6326,6.326,6326,1
6328,6327,6.327,6327,0
6329,6328,6.328,6328,1
6330,6329,6.329,6329,0
6331,6330,6.330,6330,1
6332,6331,6.331,6331,0
6333,6332,6.332,6332,1
6334,6333,6.333,6333,0
6335,6334,6.334,6334,1
6336,6335,6.335,6335,0
6337,6336,6.336,6336,1
6338,6337,6.337,6337,0
6339,6338,6.338,6338,1
6340,6339,6.339,6339,0
6341,6340,6.340,6340,1
6342,6341,6.341,6341,0
6343,6342,6.342,6342,1
6344,6343,6.343,6343,0
6345,6344,6.344,6344,1
6346,6345,6.345,6345,0
6347,6346,6.346,6346,1
6348,6347,6.347,6347,0
6349,6348,6.348,6348,1
6350,6349,6.349,6349,0
6351,6350,6.350,6350,1
6352,6351,6.351,6351,0
6353,6352,6.352,6352,1
6354,6353,6.353,6353,0
6355,6354,6.354,6354,1
6356,6355,6.355,6355,0
6357,6356,6.356,6356,1
6358,6357,6.357,6357,0
6359,6358,6.358,6358,1
6360,6359,6.359,6359,0
6361,6360,6.360,6360,1
6362,6361,6.361,6361,0
6363,6362,6.362,6362,1
6364,6363,6.363,6363,0
6365,6364,6.364,6364,1
6366,6365,6.365,6365,0
6367,6366,6.366,6366,1
6368,6367,6.367,6367,0
6369,6368,6.368,6368,1
6370,6369,6.369,6369,0
6371,6370,6.370,6370,1
6372,6371,6.371,6371,0
6373,6372,6.372,6372,1
6374,6373,6.373,6373,0
6375,6374,6.374,6374,1
6376,6375,6.375,6375,0
6377,6376,6.376,6376,1
6378,6377,6.377,6377,0
6379,6378,6.378,6378,1
6380,6379,6.379,6379,0
6381,6380,6.380,6380,1
6382,6381,6.381,6381,0
6383,6382,6.382,6382,1
6384,6383,6.383,6383,0
6385,6384,6.384,6384,1
6386,6385,6.385,6385,0
6387,6386,6.386,6386,1
6388,6387,6.387,6387,0
6389,6388,6.388,6388,1
6390,6389,6.389,6389,0
6391,6390,6.390,6390,1
6392,6391,6.391,6391,0
6393,6392,6.392,6392,1
6394,6393,6.393,6393,0
6395,6394,6.394,6394,1
6396,6395,6.395,6395,0
6397,6396,6.396,6396,1
6398,6397,6.397,6397,0
6399,6398,6.398,6398,1
6400,6399,6.399,6399,0
6401,6400,6.400,6400,1
6402,6401,6.401,6401,0
6403,6402,6.402,6402,1
6404,6403,6.403,6403,0
6405,6404,6.404,6404,1
6406,6405,6.405,6405,0
6407,6406,6.406,6406,1
6408,6407,6.407,6407,0
6409,6408,6.408,6408,1
6410,6409,6.409,6409,0
6411,6410,6.410,6410,1
6412,6411,6.411,6411,0
6413,6412,6.412,6412,1
6414,6413,6.413,6413,0
6415,6414,6.414,6414,1
6416,6415,6.415,6415,0
6417,6416,6.416,6416,1
6418,6417,6.417,6417,0
6419,6418,6.418,6418,1
6420,6419,6.419,6419,0
6421,6420,6.420,6420,1
6422,6421,6.421,6421,0
6423,6422,6.422,6422,1
6424,6423,6.423,6423,0
6425,6424,6.424,6424,1
6426,6425,6.425,6425,0
6427,6426,6.426,6426,1
6428,6427,6.427,6427,0
6429,6428,6.428,6428,1
6430,6429,6.429,6429,0
6431,6430,6.430,6430,1
6432,6431,6.431,6431,0
6433,6432,6.432,6432,1
6434,6433,6.433,6433,0
6435,6434,6.434,6434,1
6436,6435,6.435,6435,0
6437,6436,6.436,6436,1
6438,6437,6.437,6437,0
6439,6438,6.438,6438,1
6440,6439,6.439,6439,0
6441,6440,6.440,6440,1
6442,6441,6.441,6441,0
6443,6442,6.442,6442,1
6444,6443,6.443,6443,0
6445,6444,6.444,6444,1
6446,6445,6.445,6445,0
6447,6446,6.446,6446,1
6448,6447,6.447,6447,0
6449,6448,6.448,6448,1
6450,6449,6.449,6449,0
6451,6450,6.450,6450,1
6452,6451,6.451,6451,0
6453,6452,6.452,6452,1
6454,6453,6.453,6453,0
6455,6454,6.454,6454,1
6456,6455,6.455,6455,0
6457,6456,6.456,6456,1
6458,6457,6.457,6457,0
6459,6458,6.458,6458,1
6460,6459,6.459,6459,0
6461,6460,6.460,6460,1
6462,6461,6.461,6461,0
6463,6462,6.462,6462,1
6464,6463,6.463,6463,0
6465,6464,6.464,6464,1
6466,6465,6.465,6465,0
6467,6466,6.466,6466,1
6468,6467,6.467,6467,0
6469,6468,6.468,6468,1
6470,6469,6.469,6469,0
6471,6470,6.470,6470,1
6472,6471,6.471,6471,0
6473,6472,6.472,6472,1
6474,6473,6.473,6473,0
6475,6474,6.474,6474,1
6476,6475,6.475,6475,0
6477,6476,6.476,6476,1
6478,6477,6.477,6477,0
6479,6478,6.478,6478,1
6480,6479,6.479,6479,0
6481,6480,6.480,6480,1
6482,6481,6.481,6481,0
6483,6482,6.482,6482,1
6484,6483,6.483,6483,0
6485,6484,6.484,6484,1
6486,6485,6.485,6485,0
6487,6486,6.486,6486,1
6488,6487,6.487,6487,0
6489,6488,6.488,6488,1
6490,6489,6.489,6489,0
6491,6490,6.490,6490,1
6492,6491,6.491,6491,0
6493,6492,6.492,6492,1
6494,6493,6.493,6493,0
6495,6494,6.494,6494,1
6496,6495,6.495,6495,0
6497,6496,6.496,6496,1
6498,6497,6.497,6497,0
6499,6498,6.498,6498,1
6500,6499,6.499,6499,0
6501,6500,6.500,6500,1
6502,6501,6.501,6501,0
6503,6502,6.502,6502,1
6504,6503,6.503,6503,0
6505,6504,6.504,6504,1
6506,6505,6.505,6505,0
6507,6506,6.506,6506,1
6508,6507,6.507,6507,0
6509,6508,6.508,6508,1
6510,6509,6.509,6509,0
6511,6510,6.510,6510,1
6512,6511,6.511,6511,0
6513,6512,6.512,6512,1
6514,6513,6.513,6513,0
6515,6514,6.514,6514,1
6516,6515,6.515,6515,0
6517,6516,6.516,6516,1
6518,6517,6.517,6517,0
6519,6518,6.518,6518,1
6520,6519,6.519,6519,0
6521,6520,6.520,6520,1
6522,6521,6.521,6521,0
6523,6522,6.522,6522,1
6524,6523,6.523,6523,0
6525,6524,6.524,6524,1
6526,6525,6.525,6525,0
6527,6526,6.526,6526,1
6528,6527,6.527,6527,0
6529,6528,6.528,6528,1
6530,6529,6.529,6529,0
6531,6530,6.530,6530,1
6532,6531,6.531,6531,0
6533,6532,6.532,6532,1
6534,6533,6.533,6533,0
6535,6534,6.534,6534,1
6536,6535,6.535,6535,0
6537,6536,6.536,6536,1
6538,6537,6.537,6537,0
6539,6538,6.538,6538,1
6540,6539,6.539,6539,0
6541,6540,6.540,6540,1
6542,6541,6.541,6541,0
6543,6542,6.542,6542,1
6544,6543,6.543,6543,0
6545,6544,6.544,6544,1
6546,6545,6.545,6545,0
6547,6546,6.546,6546,1
6548,6547,6.547,6547,0
6549,6548,6.548,6548,1
6550,6549,6.549,6549,0
6551,6550,6.550,6550,1
6552,6551,6.551,6551,0
6553,6552,6.552,6552,1
6554,6553,6.553,6553,0
6555,6554,6.554,6554,1
6556,6555,6.555,6555,0
6557,6556,6.556,6556,1
6558,6557,6.557,6557,0
6559,6558,6.558,6558,1
6560,6559,6.559,6559,0
6561,6560,6.560,6560,1
6562,6561,6.561,6561,0
6563,6562,6.562,6562,1
6564,6563,6.563,6563,0
6565,6564,6.564,6564,1
6566,6565,6.565,6565,0
6567,6566,6.566,6566,1
6568,6567,6.567,6567,0
6569,6568,6.568,6568,1
6570,6569,6.569,6569,0
6571,6570,6.570,6570,1
6572,6571,6.571,6571,0
6573,6572,6.572,6572,1
6574,6573,6.573,6573,0
6575,6574,6.574,6574,1
6576,6575,6.575,6575,0
6577,6576,6.576,6576,1
6578,6577,6.577,6577,0
6579,6578,6.578,6578,1
6580,6579,6.579,6579,0
6581,6580,6.580,6580,1
6582,6581,6.581,6581,0
6583,6582,6.582,6582,1
6584,6583,6.583,6583,0
6585,6584,6.584,6584,1
6586,6585,6.585,6585,0
6587,6586,6.586,6586,1
6588,6587,6.587,6587,0
6589,6588,6.588,6588,1
6590,6589,6.589,6589,0
6591,6590,6.590,6590,1
6592,6591,6.591,6591,0
6593,6592,6.592,6592,1
6594,6593,6.593,6593,0
6595,6594,6.594,6594,1
6596,6595,6.595,6595,0
6597,6596,6.596,6596,1
6598,6597,6.597,6597,0
6599,6598,6.598,6598,1
6600,6599,6.599,6599,0
6601,6600,6.600,6600,1
6602,6601,6.601,6601,0
6603,6602,6.602,6602,1
6604,6603,6.603,6603,0
6605,6604,6.604,6604,1
6606,6605,6.605,6605,0
6607,6606,6.606,6606,1
6608,6607,6.607,6607,0
6609,6608,6.608,6608,1
6610,6609,6.609,6609,0
6611,6610,6.610,6610,1
6612,6611,6.611,6611,0
6613,6612,6.612,6612,1
6614,6613,6.613,6613,0
6615,6614,6.614,6614,1
6616,6615,6.615,6615,0
6617,6616,6.616,6616,1
6618,6617,6.617,6617,0
6619,6618,6.618,6618,1
6620,6619,6.619,6619,0
6621,6620,6.620,6620,1
6622,6621,6.621,6621,0
6623,6622,6.622,6622,1
6624,6623,6.623,6623,0
6625,6624,6.624,6624,1
6626,6625,6.625,6625,0
6627,6626,6.626,6626,1
6628,6627,6.627,6627,0
6629,6628,6.628,6628,1
6630,6629,6.629,6629,0
6631,6630,6.630,6630,1
6632,6631,6.631,6631,0
6633,6632,6.632,6632,1
6634,6633,6.633,6633,0
6635,6634,6.634,6634,1
6636,6635,6.635,6635,0
6637,6636,6.636,6636,1
6638,6637,6.637,6637,0
6639,6638,6.638,6638,1
6640,6639,6.639,6639,0
6641,6640,6.640,6640,1
6642,6641,6.641,6641,0
6643,6642,6.642,6642,1
6644,6643,6.643,6643,0
6645,6644,6.644,6644,1
6646,6645,6.645,6645,0
6647,6646,6.646,6646,1
6648,6647,6.647,6647,0
6649,6648,6.648,6648,1
6650,6649,6.649,6649,0
6651,6650,6.650,6650,1
6652,6651,6.651,6651,0
6653,6652,6.652,6652,1
6654,6653,6.653,6653,0
6655,6654,6.654,6654,1
6656,6655,6.655,6655,0
6657,6656,6.656,6656,1
6658,6657,6.657,6657,0
6659,6658,6.658,6658,1
6660,6659,6.659,6659,0
6661,6660,6.660,6660,1
6662,6661,6.661,6661,0
6663,6662,6.662,6662,1
6664,6663,6.663,6663,0
6665,6664,6.664,6664,1
6666,6665,6.665,6665,0
6667,6666,6.666,6666,1
6668,6667,6.667,6667,0
6669,6668,6.668,6668,1
6670,6669,6.669,6669,0
6671,6670,6.670,6670,1
6672,6671,6.671,6671,0
6673,6672,6.672,6672,1
6674,6673,6.673,6673,0
6675,6674,6.674,6674,1
6676,6675,6.675,6675,0
6677,6676,6.676,6676,1
6678,6677,6.677,6677,0
6679,6678,6.678,6678,1
6680,6679,6.679,6679,0
6681,6680,6.680,6680,1
6682,6681,6.681,6681,0
6683,6682,6.682,6682,1
6684,6683,6.683,6683,0
6685,6684,6.684,6684,1
6686,6685,6.685,6685,0
6687,6686,6.686,6686,1
6688,6687,6.687,6687,0
6689,6688,6.688,6688,1
6690,6689,6.689,6689,0
6691,6690,6.690,6690,1
6692,6691,6.691,6691,0
6693,6692,6.692,6692,1
6694,6693,6.693,6693,0
6695,6694,6.694,6694,1
6696,6695,6.695,6695,0
